timestamp,cpu_usage,memory_usage,network_traffic,execution_time,response_time_p95
2025-01-01 00:00:00,0.7396092637132653,0.8162504995774885,0.5326949903896924,82.86185058908377,0.0918160359144258
2025-01-01 00:00:10,0.8284130091246777,0.8509482984862901,0.9523415940044054,92.81094539501936,0.0918160359144258
2025-01-01 00:00:20,0.7391940201394557,0.6310939730744772,0.6544193462355292,82.81532892871633,0.0918160359144258
2025-01-01 00:00:30,0.7376889227347126,0.7553113147052032,0.6983387324527507,82.64670589707974,0.091318581174129
2025-01-01 00:00:40,0.6114116983819322,0.7135039636719641,1.0508091108332058,68.49928372365918,0.0908211264338322
2025-01-01 00:00:50,0.7720506356156324,0.8115626535769463,0.538408592248325,86.49640770371856,0.0912323109721941
2025-01-01 00:01:00,0.6178017235289653,0.46841472236369575,1.2815773512460826,69.2151878300188,0.0912323109721941
2025-01-01 00:01:10,0.7469618545515857,0.7846640298143258,0.9005467988923219,83.68559538701774,0.0857937046245433
2025-01-01 00:01:20,0.665675379241236,0.7001543071889693,0.6602442407620663,74.57869515937172,0.0857937046245433
2025-01-01 00:01:30,0.82958022598001,0.6894329323897885,0.7579677839933969,92.94171410414292,0.0913303875040368
2025-01-01 00:01:40,0.7800197395512247,0.840820533655393,0.64273814078052,87.38922331871596,0.0915535914077861
2025-01-01 00:01:50,0.5850676946340422,0.5903571261355056,0.9515408133765096,65.54784299735398,0.0915535914077861
2025-01-01 00:02:00,0.6541744357004614,0.49317151783396085,0.7825832948050512,73.29019119915279,0.0915535914077861
2025-01-01 00:02:10,0.7260680458508566,0.5193162498898961,0.7862059470238788,81.34476524908168,0.0915535914077861
2025-01-01 00:02:20,0.6630456884634167,0.5027467397201429,1.0567131275525572,74.2840787246976,0.0915535914077861
2025-01-01 00:02:30,0.6683491205449846,0.594979425425045,0.9577014059005269,74.87824677844253,0.0858781088013073
2025-01-01 00:02:40,0.6658769194982136,0.6812959479722338,1.0212026044999818,74.60127464759705,0.0797281356314218
2025-01-01 00:02:50,0.6395936780700522,0.5186057495544538,1.3873893164268414,71.65664140533218,0.0797281356314218
